DateTime,OutdoorTemp,OutdoorRH,Wind_Speed,Wind_Dir,pressure,Rain_Rate1h,PC0_1_mean,PC0_1_median,PC0_1_max,PC0_1_min,PC0_1_75th,PC0_1_90th,PC0_1_95th,PC0_1_std,PC0_1_skew,PC0_1_kurt,PM2_5_mean,PM2_5_median,PM2_5_max,PM2_5_min,PM2_5_75th,PM2_5_90th,PM2_5_95th,PM2_5_std,PM2_5_skew,PM2_5_kurt
10/10/2025 18:25:00,28.3,83.5,1.6,S,1006.1,0.0,370544.5059760956,345280.0,531009.0,284195.0,407318.5,478927.0,511330.5,66161.94701907557,0.9235946828545628,-0.2859319043120116,20.82869579689244,20.47369498,28.3613834,0.0,23.33599528,25.33525075,27.104214325,3.701336634855489,-1.107091738773086,6.69416180384594
10/10/2025 18:30:00,28.4,83.5,1.6,S,1006.2,0.0,348683.9786324786,336555.5,495448.0,290870.0,367063.25,414860.4,436952.2,42352.8565315436,1.3631106598877245,1.851644384946721,20.634796141324788,19.971351135,32.88097745,16.32850697,22.896051695,24.994107439,26.594278286,3.406623484279458,1.0556644894858522,1.117412023774575
10/10/2025 18:35:00,28.4,83.4,0.0,S,1006.2,0.0,456274.6234817814,437098.0,709157.0,358981.0,455478.0,557226.6000000001,673285.7,77419.16640841535,1.898153673571331,3.0277979126479813,32.278665229676115,30.21825886,56.0573479,20.5225756,33.96517503,46.01486232,50.660925039,7.794383495042376,1.386810411248244,1.374163058758945
10/10/2025 18:40:00,28.4,83.4,0.0,SSW,1006.4,0.0,564319.2857142857,563215.0,649896.0,478112.0,593631.75,614470.2,627878.3,40363.01283562766,-0.2077126717923791,-0.4310929478872478,46.50292943468254,44.99111121,75.72560042,29.25266824,52.3037437075,59.166813701,67.83674176649998,10.203440874687235,0.7292595153960416,0.556728065473588
10/10/2025 18:45:00,28.3,83.5,0.0,WSW,1006.5,0.0,682178.3962264151,659025.0,930852.0,535845.0,733787.0,817275.6,910870.4,93885.44447844078,1.096545456304665,0.4431907976496645,56.65598188958491,54.77078295,92.45537885,44.52909979,58.36701234,68.19680565199998,83.97075321599998,10.11475877755808,1.930294572937281,3.5505160978749752
10/10/2025 18:50:00,28.4,83.2,0.0,SSW,1006.6,0.0,617634.1422764228,611980.0,777382.0,546497.0,653441.75,685385.5,709789.25,51654.4562491958,0.804493701028572,0.185205857406018,52.6766239896748,53.1909857,72.37081926,36.32539855,58.0917562825,63.418813185000005,64.57712333,8.087117641623005,-0.0865315452242495,-0.4833335900673488
10/10/2025 18:55:00,28.3,83.3,0.0,SW,1006.7,0.0,590384.6640625,567492.0,822529.0,529812.0,618282.25,656899.0,732949.0,61303.12678156404,1.7278515395813812,2.955072505830351,40.58740984289062,38.888577565,65.64596745,30.14452628,43.9914472625,49.461984145,52.80667887,6.864638477634949,1.2135838727287862,1.7864825855767186
10/10/2025 19:00:00,28.3,83.0,0.0,SW,1006.9,0.0,424044.3834586466,413108.5,556578.0,320138.0,481459.25,539417.5,546820.5,72869.00171851128,0.3778038566532523,-1.104096705114936,27.73668130372181,25.777346065000003,47.25514374,18.37502604,33.8543466825,36.991498505,39.0883404225,6.581079618140399,0.7731232580842704,-0.2292135150171326
10/10/2025 19:05:00,28.3,82.4,0.0,WSW,1007.0,0.0,324532.39442231075,317209.0,443689.0,284023.0,333805.5,367785.0,391002.0,33076.29914956944,1.570539137104938,2.565471898536059,22.556815228964144,21.3256172,42.61048779,14.91284376,24.71197731,27.88174503,31.86478983,4.849689133878375,1.4151061822047273,3.082494474309295
10/10/2025 19:10:00,28.3,82.2,0.0,SW,1007.0,0.0,353670.7590361446,339795.0,493536.0,284824.0,391536.0,424809.6,447710.2,49402.3145524915,0.7924800091651305,-0.2041797875092492,24.95900396702812,24.10912892,42.71314128,0.0,28.75054168,33.78146348200001,37.103957744,6.330873345958153,0.4961344102573741,0.5691798966658022
